kode_prodi,nama_prodi,daya_tampung_2019,jumlah_peminat_2018,jumlah_peminat_2017,jumlah_peminat_2016,daya_tampung_2018,daya_tampung_2017,daya_tampung_2016,sma_ipa_2018,sma_ipa_2017,sma_ipa_2016,ma_ipa_2018,ma_ipa_2017,ma_ipa_2016,sma_ips_2018,sma_ips_2017,sma_ips_2016,ma_ips_2018,ma_ips_2017,ma_ips_2016,smk_ipa_2018,smk_ipa_2017,smk_ipa_2016,smk_ips_2018,smk_ips_2017,smk_ips_2016,smk_agama_2018,smk_agama_2017,smk_agama_2016,aceh_2018,aceh_2017,aceh_2016,sumatera_utara_2018,sumatera_utara_2017,sumatera_utara_2016,riau_2018,riau_2017,riau_2016,bengkulu_2018,bengkulu_2017,bengkulu_2016,kalimantan_barat_2018,kalimantan_barat_2017,kalimantan_barat_2016
3332144,SASTRA INGGRIS,51,2294,2071,1671,82,75,57,903,804,662,84,91,74,829,723,561,70,80,72,135,140,110,118,104,91,3,1,1,8,6,6,41,42,40,27,22,14,18,10,5,19,12,13
3341224,PENDIDIKAN KELAUTAN DAN PERIKANAN KAMPUS SERANG,48,177, - , - ,56, - , - ,111,,,28,,,10,,,4,,,17,,,2,,,,,,,,,3,,,,,,,,,1,,
3341054,PENDIDIKAN ILMU KOMPUTER,41,570,467,393,34,18,18,307,196,170,29,27,25,15,21,19,7,6,9,171,174,134,6,5,6,5,2,4,1,4,2,5,6,5,3,2,1,3,3,2,2,1,2
3332086,ILMU PEMERINTAHAN,50,2111,1908,1542,59,54,42,690,598,467,45,34,21,1107,1042,871,87,76,52,62,59,44,59,56,47,2,,1,16,9,8,57,51,56,31,26,35,4,5,7,17,18,10
3332071,ILMU KESEJAHTERAAN SOSIAL,40,1987,1726,1344,53,48,38,443,390,322,38,27,14,1278,1114,834,87,88,82,32,36,24,52,48,46,1,,,5,3,5,42,42,36,10,11,10,3,7,,1,1,1
3332152,SASTRA PERANCIS,35,623,518,482,46,42,38,202,185,143,8,17,17,304,219,213,15,24,19,17,18,19,27,18,36,1,,,1,1,3,12,8,8,3,4,3,1,3,1,2,1,3
3332055,ILMU ADMINISTRASI NEGARA,50,2307,2227,2009,66,60,49,753,715,608,52,51,50,1122,1094,982,92,91,82,57,65,79,182,162,158,4,1,,13,11,4,71,75,68,24,26,20,6,3,4,19,16,13
3332105,ILMU ADMINISTRASI BISNIS,50,2903,2898,2248,66,60,45,890,854,712,56,43,39,1533,1554,1179,90,91,73,63,69,44,183,198,150,3,1,,10,9,5,83,87,66,33,23,24,4,4,4,15,15,7
3332047,MANAJEMEN,40,4592,4290,3962,79,72,60,1591,1540,1358,111,100,73,2048,1836,1765,158,148,146,182,191,180,342,327,306,5,9,1,20,17,13,126,114,93,81,64,49,17,20,10,27,24,19
3332063,ILMU HUBUNGAN INTERNASIONAL,61,3457,3030,2564,79,72,53,1523,1337,1037,115,87,92,1338,1157,1018,101,111,77,97,97,93,101,96,108,1,1,,37,26,29,158,101,88,66,65,37,29,23,12,43,24,23
3331326,KEPERAWATAN PSDKU PANGANDARAN,30,188, - , - ,33, - , - ,126,,,18,,,6,,,3,,,25,,,3,,,,,,,,,3,,,2,,,,,,,,
3332113,SASTRA INDONESIA,50,994,924,778,59,54,45,308,276,224,57,72,49,358,314,282,48,61,56,60,53,56,82,73,55,2,1,2,2,3,1,16,15,11,8,8,6,5,2,,5,1,2
3332094,ANTROPOLOGI,31,970,913,733,33,30,30,214,184,155,19,15,14,545,529,429,62,51,37,24,25,20,27,43,29,,1,,5,2,1,24,26,20,4,10,4,1,3,2,4,3,3
3332016,ILMU HUKUM,181,5898,4958,4853,251,228,225,2222,1828,1844,134,110,86,3008,2615,2498,163,121,114,130,84,114,96,85,88,4,2,4,43,18,23,353,313,303,93,86,72,37,30,32,42,37,31
3332032,EKONOMI  PEMBANGUNAN,42,1843,1826,1744,79,72,60,607,593,584,28,21,22,973,941,893,65,71,59,45,52,51,98,121,100,,2,2,6,9,5,82,68,87,19,23,19,2,7,3,9,9,10
3331303,PERIKANAN PSDKU PANGANDARAN,30,174, - , - ,33, - , - ,119,,,19,,,9,,,1,,,17,,,1,,,,,,,,,6,,,,,,,,,,,
3331237,KEDOKTERAN HEWAN,25,783,620,1070,33,30,25,663,502,870,38,42,75,10,9,16,,2,2,46,43,79,2,2,5,,,,5,1,5,25,26,73,16,12,17,2,7,9,11,3,15
3331311,PETERNAKAN PSDKU PANGANDARAN,30,257, - , - ,33, - , - ,186,,,14,,,16,,,1,,,30,,,3,,,,,,,,,23,,,2,,,3,,,1,,
3331214,TEKNOLOGI INDUSTRI PERTANIAN,30,921,948,1041,40,30,25,763,807,878,66,54,59,14,6,4,4,3,2,57,68,75,5,3,4,1,3,3,3,3,2,42,51,78,9,15,12,2,4,4,6,3,3
3331292,KEPERAWATAN PSDKU GARUT,30,614, - , - ,83, - , - ,426,,,66,,,14,,,5,,,73,,,5,,,1,,,1,,,2,,,1,,,,,,3,,
3331206,TEKNIK INFORMATIKA,41,4155,3773,3328,46,42,38,2846,2336,2067,209,185,179,117,126,93,19,18,17,741,858,732,57,63,70,19,21,13,24,18,25,184,158,129,86,60,46,27,22,13,32,23,21
3331187,PSIKOLOGI,80,4602,3475,3068,106,96,80,3794,2855,2526,302,219,173,127,112,88,23,28,30,207,163,175,49,25,22,4,4,2,25,9,17,204,147,132,84,66,58,21,19,15,40,29,20
3332024,AKUNTANSI,68,2893,3065,3083,79,72,60,985,1039,1081,55,64,58,1115,1209,1242,110,128,115,84,94,93,445,413,403,6,5,3,15,8,14,97,123,123,46,56,39,13,19,14,13,19,25
3331284,ILMU AKTUARIA,35,2272, - , - ,55, - , - ,2062,,,138,,,5,,,4,,,44,,,10,,,,,,7,,,99,,,38,,,6,,,11,,
3341023,PENDIDIKAN FISIKA,41,544,473,485,36,33,32,435,370,400,90,82,71,,,,,2,,14,17,13,,1,,,,,1,,1,13,9,11,9,7,2,1,1,1,1,2,2
3331172,TEKNIK GEOLOGI,80,2452,1929,2148,139,96,88,2216,1710,1882,102,72,71,21,14,36,1,,3,94,108,115,4,4,11,,,,19,12,16,134,106,107,59,44,46,10,5,10,1,3,10
3331156,TEKNIK PERTANIAN,50,1289,1198,1168,66,75,63,1061,963,914,97,88,97,23,23,36,5,8,3,68,92,75,12,7,11,,1,2,2,2,1,89,69,72,23,9,15,2,6,1,6,2,4
3331141,TEKNOLOGI  PANGAN,60,2770,2521,2149,79,75,63,2399,2165,1813,158,145,120,5,7,3,,,,172,169,174,6,6,10,,,2,10,4,1,91,87,65,28,17,17,6,1,2,8,,6
3331164,FARMASI,80,4258,3597,3221,106,96,80,2768,2180,1877,277,251,226,27,33,15,9,7,7,938,945,886,10,6,8,,2,3,26,19,11,127,97,63,96,66,43,37,33,29,34,34,35
3331091,PENDIDIKAN DOKTER GIGI,70,3049,3011,2580,99,90,89,2600,2503,2279,176,182,151,30,38,20,8,9,7,167,198,90,5,12,6,,1,1,16,23,17,141,138,121,64,86,57,14,14,13,48,34,34
3331102,ILMU PETERNAKAN,206,2006,2354,1985,211,210,173,1644,1916,1572,169,176,193,44,48,36,3,10,8,108,148,128,7,19,10,,,2,,1,2,77,104,62,13,26,15,3,6,2,8,2,11
3331222,TEKNIK ELEKTRO,32,1211,1187,1296,33,30,25,846,802,896,44,58,47,7,7,4,4,,1,250,268,301,11,13,16,6,5,,7,3,3,43,47,46,19,21,17,5,5,7,1,4,9
3331083,AGRIBISNIS,70,2371,2364,1860,83,78,68,2074,2033,1609,142,150,102,46,43,34,9,10,15,69,85,67,11,11,12,2,,1,6,8,8,183,141,141,29,30,25,5,3,3,3,11,4
3331117,PERIKANAN,80,1129,1159,1323,119,120,125,922,971,1107,91,69,95,23,20,18,9,8,7,58,64,73,10,8,1,2,1,1,3,3,2,67,70,80,10,4,7,3,2,3,2,2,2
3331044,FISIKA,40,633,655,797,53,48,53,519,537,672,77,71,68,2,,1,1,,,26,40,49,1,1,2,,,,1,,1,24,23,30,4,7,4,,2,6,2,2,2
3331067,STATISTIKA,51,1478,1159,1469,59,54,50,1363,1080,1333,77,57,76,1,,3,,,2,25,17,42,3,1,4,1,,,4,2,9,77,71,89,28,16,17,3,1,4,3,1,11
3331075,AGROTEKNOLOGI,151,2951,2440,2221,165,150,128,2539,2057,1868,225,181,151,14,10,6,2,4,6,140,146,155,4,5,6,,2,,8,4,6,236,179,158,39,42,34,6,6,2,9,9,11
3331021,MATEMATIKA,50,1040,1014,1052,66,72,60,862,841,896,85,65,70,6,7,7,6,7,1,48,63,58,9,15,6,2,3,1,3,5,2,21,38,36,8,8,9,3,1,2,4,3,3
3331052,BIOLOGI,60,1316,1338,1222,79,72,65,1105,1151,1028,136,121,121,3,4,6,,2,1,49,51,51,7,,4,1,,,1,6,4,20,30,30,8,7,12,2,8,1,5,2,4
3331195,GEOFISIKA,30,841,769,848,40,36,30,754,671,769,55,51,44,,3,3,1,1,1,26,33,29,1,2,,,,,3,5,4,34,41,27,5,4,5,4,1,4,1,2,2
3321131,FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN (FTSL) - KAMPUS JATINANGOR,32,900,843,732,32,32,39,698,646,561,53,38,46,28,28,18,5,3,2,80,95,69,12,8,10,,,,10,8,7,38,44,38,21,12,8,3,3,5,12,9,7
3321146,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS JATINANGOR,32,758,698,677,32,32,33,589,555,540,46,35,32,18,16,7,3,2,3,76,65,67,6,5,5,2,,3,5,3,3,45,29,36,14,12,13,3,1,3,5,5,2
3321154,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS CIREBON,20,300,369, - ,11,8, - ,196,249,,23,30,,15,15,,2,4,,40,46,,8,5,,1,1,,8,4,,17,23,,7,5,,4,2,,4,3,
3331125,ILMU KEPERAWATAN,70,2691,2587,2154,99,90,75,1840,1737,1502,213,208,172,49,69,48,20,19,14,409,419,305,15,18,16,1,2,1,11,7,5,33,30,30,19,16,16,6,6,4,8,9,10
3321107,"SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN",68,2359,2142,2322,76,72,82,1960,1806,1919,125,96,108,32,24,27,5,6,9,163,140,171,20,15,22,3,,2,27,26,23,110,91,97,37,32,41,10,6,5,20,25,20
3331133,ILMU KELAUTAN,51,1731,1510,1275,46,48,50,1511,1320,1092,110,82,75,17,17,26,3,2,,57,58,66,7,8,5,,,1,4,3,3,101,64,63,19,9,10,6,2,1,6,2,
3321123,SEKOLAH ILMU & TEKNO HAYATI - PROG REKAYASA,80,1171,1134,1241,81,80,83,1009,993,1092,81,73,69,3,2,5,1,1,1,51,46,58,8,5,3,4,1,,6,6,9,84,99,75,12,13,13,4,2,3,6,7,6
3321096,FAKULTAS TEKNIK MESIN & DIRGANTARA (FTMD),120,3215,3043,3064,120,120,128,2342,2178,2307,125,128,95,44,40,44,16,15,5,478,515,477,44,34,29,10,15,9,24,40,31,222,202,222,59,68,51,12,15,17,26,20,23
3331036,KIMIA,51,1020,1110,1219,66,66,68,793,877,967,91,96,77,3,,1,,,,110,120,156,1,1,1,,1,,,1,1,24,19,38,6,9,17,,2,5,,5,
3321057,SEKOLAH FARMASI (SF),60,1454,1176,1144,60,80,62,896,750,721,99,73,72,24,12,13,4,3,2,315,268,267,5,5,3,,2,1,16,10,12,61,55,41,24,27,17,14,9,6,21,15,13
3331013,PENDIDIKAN DOKTER,125,6513,5979,8625,165,150,125,5988,5472,7857,525,507,768,,,,,,,,,,,,,,,,39,42,77,266,204,313,122,113,131,57,42,38,64,71,104
3321073,SEKOLAH TEK. ELEKTRO & INFORMATIKA (STEI),238,4804,4215,3705,168,166,183,3178,2646,2299,203,199,160,130,112,93,31,33,17,925,899,854,72,75,97,37,31,20,78,62,49,330,264,218,134,105,82,24,27,20,75,56,44
3321065,SEKOLAH ILMU & TEKNO. HAYATI - PROG. SAINS,64,785,757,834,50,48,49,708,670,754,41,51,43,3,,4,,,1,21,24,27,,1,,1,,,2,2,1,42,37,54,10,6,9,4,3,5,,4,3
3321042,FAKULTAS TEKNIK SIPIL & LINGKUNGAN (FTSL)  - KAMPUS GANESA,136,2981,2819,2802,137,136,139,2596,2457,2457,114,90,82,47,30,20,5,4,5,162,168,165,14,12,21,,1,,21,25,23,203,212,185,54,49,44,16,12,9,29,25,26
3321034,FAK. MATEMATIKA & ILMU PENGET. ALAM (FMIPA),180,2273,1921,2175,180,158,150,1939,1606,1907,189,151,136,14,9,9,5,7,5,81,106,76,10,10,14,,3,,14,8,5,124,112,122,43,30,31,6,5,8,22,13,12
3321081,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS GANESA,144,2365,2034,2273,142,144,149,2129,1780,1984,87,80,82,3,14,17,2,1,1,104,129,147,4,7,8,1,1,1,7,11,20,153,141,119,46,40,45,9,3,7,14,16,15
3352013,TARI,36,196,87, - ,43,31, - ,62,29,,11,,,49,13,,6,2,,16,5,,28,14,,2,,,2,1,,6,,,1,1,,1,,,2,1,
3232417,ILMU KOMUNIKASI,42,5032, - , - ,16, - , - ,835,,,124,,,2443,,,273,,,394,,,624,,,20,,,7,,,98,,,20,,,14,,,10,,
3321011,FAK. ILMU DAN TEKNOLOGI KEBUMIAN (FITB),112,1671,1470,1475,112,112,112,1443,1266,1290,90,67,73,31,39,27,3,11,3,71,64,52,7,8,5,1,2,1,19,18,20,119,96,119,35,29,31,5,3,5,13,14,9
3352021,KARAWITAN,59,253,211, - ,58,40, - ,57,47,,16,9,,59,51,,5,8,,18,22,,48,19,,5,,,,,,,,,,,,,,,,,
3321026,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM),136,2928,2889,2438,132,134,138,2293,2274,1876,152,137,122,95,82,88,16,17,10,253,272,254,26,34,26,6,2,4,53,67,50,249,230,197,90,80,68,25,27,24,48,48,27
3232383,PENDIDIKAN ADMINISTRASI PERKANTORAN,42,1320,1932, - ,36,36, - ,198,313,,36,49,,499,797,,84,128,,47,61,,344,453,,7,7,,6,3,,36,68,,6,7,,6,3,,3,9,
3232375,PENDIDIKAN BAHASA MANDARIN,13,166,203,137,10,16,9,28,43,28,12,8,6,73,85,51,4,6,7,6,9,7,29,29,20,,,,,,,2,10,,2,,,,1,1,,,
3232391,OLAHRAGA REKREASI,22,325, - , - ,19, - , - ,70,,,11,,,159,,,23,,,26,,,22,,,,,,,,,12,,,3,,,,,,,,
3232344,PENDIDIKAN VOKASIONAL DESAIN FASHION,30,875,824,698,16,32,16,207,234,179,36,42,27,264,224,205,37,44,43,33,34,24,207,173,171,2,3,2,9,6,1,52,48,36,19,13,11,2,6,4,3,2,
3232336,PENDIDIKAN VOKASIONAL SENI KULINER,43,1399,1646,1324,25,32,29,295,302,297,42,53,34,490,616,482,71,84,65,79,79,55,303,353,278,6,6,4,6,3,1,31,35,28,7,11,16,8,7,4,4,3,6
3232313,AKUNTANSI,37,3075,3438,2950,30,44,25,553,615,576,64,68,42,1137,1368,1205,133,136,131,76,89,73,969,984,778,7,10,12,8,7,5,75,96,87,16,12,18,12,14,16,11,13,8
3232367,PENDIDIKAN BISNIS,41,1215,571,447,40,36,28,166,66,61,26,5,5,488,232,200,80,19,14,56,15,13,322,204,139,2,1,,5,1,,24,12,19,5,1,,3,1,,,,
3232321,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,40,793,750,667,33,36,30,55,60,56,5,9,9,511,482,424,114,104,78,11,23,18,73,54,60,3,1,2,,2,1,21,23,12,1,,1,,,,1,,
3352044,SENI MURNI,18,317,242, - ,19,9, - ,91,74,,23,12,,79,53,,22,9,,18,22,,38,30,,1,2,,4,,,4,2,,,2,,1,,,2,,
3232294,PENDIDIKAN EKONOMI,62,981,1020,1083,53,71,89,64,97,105,14,7,15,427,456,454,71,67,81,28,28,31,337,324,344,1,1,3,3,1,2,25,35,33,,4,2,4,2,2,1,1,1
3232305,MANAJEMEN,37,4584,5031,4020,29,44,25,769,823,668,98,92,55,2024,2256,1932,230,254,207,196,192,152,948,1084,775,19,16,17,15,13,9,107,116,58,25,26,23,26,21,20,10,18,13
3232286,PENDIDIKAN KEPELATIHAN  OLAHRAGA,40,786,1008,842,26,88,39,161,194,188,20,23,27,405,502,401,34,68,48,66,83,60,57,77,66,1,1,2,3,3,,31,40,24,2,3,5,2,3,1,1,,
3232255,PENDIDIKAN SOSIOLOGI,41,923,997,652,32,36,16,55,51,44,3,6,6,661,748,487,110,121,69,15,15,9,58,41,25,,,,1,2,,28,37,21,1,2,5,5,2,3,,,1
3232352,PENDIDIKAN VOKASIONAL TATA RIAS,31,1098,884,692,18,16,17,269,212,160,21,25,13,466,360,302,47,40,32,38,27,15,170,148,125,2,3,1,1,,3,34,33,20,15,11,6,12,3,4,5,2,1
3232232,PENDIDIKAN AGAMA ISLAM,44,1627,1168,887,37,36,31,278,228,170,163,106,55,364,269,226,317,212,152,100,58,47,171,126,90,10,15,10,3,3,3,5,11,6,6,3,3,4,2,1,1,1,
3232271,PENDIDIKAN JASMANI,41,872,1138,1004,33,88,56,227,267,238,20,31,21,393,534,489,45,65,51,76,92,79,64,88,68,2,3,5,2,3,,29,41,30,2,4,4,2,9,5,1,1,
3232201,PENDIDIKAN PANCASILA & KEWARGANEGARAAN,41,755,594,502,50,53,32,165,146,129,23,20,13,350,278,237,48,25,24,29,37,17,104,67,58,2,1,,5,,,34,26,20,1,1,1,1,1,2,1,,2
3232216,PENDIDIKAN GEOGRAFI,41,901,744,743,33,36,29,55,49,48,5,7,5,692,557,566,111,95,88,14,11,3,18,19,22,,,,,1,,41,31,33,2,3,7,3,2,1,1,,2
3232263,PENDIDIKAN VOKASIONAL KESEJAHTERAAN KELUARGA,40,432,376,286,24,32,15,60,52,42,8,10,10,212,181,153,28,30,19,16,14,2,85,62,46,,1,1,2,2,2,7,6,2,2,2,2,,,,,,
3352036,TEATER,50,227,110, - ,38,40, - ,64,28,,8,8,,73,26,,15,10,,19,11,,18,5,,2,,,,2,,5,8,,3,2,,,,,,,
3232182,PENDIDIKAN MUSIK,26,432,452,423,35,24,17,108,115,110,11,12,20,168,167,156,6,15,24,27,35,28,79,59,53,3,1,1,2,3,4,52,41,40,4,5,6,4,7,1,2,1,
3232197,PENDIDIKAN SENI RUPA,30,424,460,407,31,24,22,105,101,106,25,18,13,148,172,139,12,27,18,46,39,41,54,63,40,,1,2,,1,1,7,9,8,,3,,2,2,,1,,1
3232174,PENDIDIKAN TARI,25,210,235,184,27,24,16,60,73,53,6,3,5,69,72,60,5,8,6,6,13,13,43,41,25,,1,2,,,,14,8,5,1,5,2,1,2,,,,
3232247,SOSIOLOGI,40,1387,1415,1087,33,36,20,86,90,68,6,5,11,996,1027,803,118,124,81,36,28,23,108,106,66,4,1,,1,1,,19,26,20,5,3,7,3,2,2,,2,1
3232166,PENDIDIKAN BAHASA JEPANG,25,820,773,694,16,32,17,196,205,166,19,22,18,338,284,244,27,25,28,59,78,62,116,92,115,3,1,1,,1,1,8,5,8,2,3,2,,3,2,3,2,1
3232402,KEPELATIHAN KECABANGAN OLAHRAGA,31,500, - , - ,21, - , - ,88,,,10,,,246,,,37,,,45,,,35,,,2,,,,,,11,,,3,,,2,,,1,,
3232135,PENDIDIKAN BAHASA PRANCIS,23,259,324,265,27,32,17,51,64,61,5,12,8,115,133,111,14,9,8,10,11,10,46,63,49,,,,,1,1,2,3,2,1,1,2,,,,,1,
3232104,SASTRA INDONESIA,30,938,880,731,31,32,25,180,193,154,36,31,19,373,368,326,56,39,34,66,56,42,123,122,105,3,2,3,2,3,1,21,16,3,3,5,2,1,3,1,2,1,2
3232112,PENDIDIKAN BAHASA INGGRIS,26,1342,1461,1218,12,32,18,362,438,357,105,96,75,371,432,322,101,94,96,101,106,98,170,199,154,5,7,1,5,6,3,42,29,28,2,13,11,7,8,5,6,6,4
3232151,PENDIDIKAN BAHASA ARAB,63,947,774,556,55,48,35,179,149,96,108,88,64,221,156,113,153,150,108,40,26,18,68,53,33,4,9,2,4,,1,4,5,5,3,3,1,1,4,1,,,
3232093,PENDIDIKAN BAHASA INDONESIA,25,1039,1077,916,25,32,17,258,306,263,64,47,52,318,348,287,75,76,68,82,79,58,127,125,100,2,2,5,,1,2,36,28,24,4,9,3,2,3,,1,2,3
3232077,PENDIDIKAN GURU SEKOLAH DASAR,124,2604,2613,2011,66,112,41,681,696,564,154,145,104,893,928,689,192,238,164,101,100,89,390,340,268,6,7,3,,1,,69,46,56,6,3,3,5,6,1,9,7,4
3232224,PENDIDIKAN SEJARAH,40,667,750,586,32,53,31,83,93,81,9,11,9,410,459,343,61,47,40,22,42,28,50,72,59,3,,,2,1,,16,16,11,2,3,,1,1,,1,,2
3232127,SASTRA INGGRIS,25,2034,1954,1509,20,32,19,501,541,385,69,68,51,858,785,648,79,88,48,132,108,97,233,220,179,6,5,1,9,4,2,39,41,21,6,12,1,7,4,3,8,1,
3232062,BIMBINGAN & KONSELING,40,1396,1135,1007,32,32,27,321,257,248,65,57,39,560,510,452,122,96,75,61,46,48,179,119,93,2,,2,1,1,,28,24,27,3,1,3,2,1,5,3,,1
3232054,PEND. GURU PAUD,42,772,638,568,32,32,33,143,141,127,42,41,39,267,252,210,97,55,49,31,17,16,136,95,83,2,1,2,1,2,,12,9,6,1,,1,3,2,1,3,2,
3232046,PENDIDIKAN MASYARAKAT,41,742,354,325,32,48,27,113,68,74,18,11,11,357,157,137,60,25,21,28,18,17,136,57,52,,,1,1,1,1,6,2,4,,,,,1,,,,
3232085,PSIKOLOGI,81,3640,3694,3016,67,124,62,949,979,770,121,100,89,1775,1846,1498,176,175,152,181,152,144,277,302,221,6,5,3,14,12,5,53,68,60,20,19,13,18,19,18,6,10,8
3231163,STATISTIKA,20,727,854, - ,16,16, - ,619,698,,60,56,,6,7,,1,2,,30,62,,3,12,,,1,,3,5,,25,26,,3,5,,1,3,,2,3,
3231171,REKAYASA KESELAMATAN KEBAKARAN,20,317, - , - ,17, - , - ,205,,,29,,,15,,,2,,,40,,,13,,,,,,2,,,7,,,1,,,,,,1,,
3232015,TEKNOLOGI PENDIDIKAN,41,752,691,554,33,48,27,110,113,91,23,15,18,354,343,275,55,41,27,79,52,47,93,98,70,2,2,,4,1,,15,9,6,1,2,1,1,,1,2,1,1
3231147,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,40,280,327,247,36,32,14,124,150,97,16,13,18,3,3,5,,,1,109,147,106,8,4,4,,,2,,,1,8,8,11,,,,,1,,,,
3231132,PENDIDIKAN INFORMATIKA,46,890,1862,1725,39,32,17,330,583,601,60,75,96,28,118,95,10,26,23,321,668,569,62,151,118,13,24,20,3,8,10,23,66,56,4,9,13,6,6,6,3,10,4
3231155,ILMU KOMPUTER,21,2373,1496,1104,16,16,15,1015,637,550,126,63,57,172,134,68,50,36,13,642,414,257,130,94,66,25,12,6,13,4,1,66,52,36,14,10,4,8,8,4,3,4,2
3232143,PENDIDIKAN BAHASA JERMAN,25,289,345,318,21,32,17,63,59,77,12,8,5,115,157,116,4,17,14,16,18,10,41,41,49,,,,1,,,6,4,8,,,1,,1,2,,,
3231101,PENDIDIKAN VOKASIONAL TEKNIK MESIN,49,600,796,760,27,48,46,147,220,217,20,17,25,16,16,20,2,7,7,313,394,374,22,33,29,7,14,6,2,2,1,13,24,12,2,6,2,,3,2,1,2,1
3231074,KIMIA,23,551,452,450,16,16,13,435,369,359,65,37,47,1,,1,,,,38,39,33,1,,,,,,2,,2,9,11,15,1,3,1,1,1,1,,1,1
3231116,PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,43,470,514,515,35,32,33,276,271,315,31,32,38,6,18,13,1,2,2,124,143,111,9,13,13,2,2,1,2,1,,5,20,17,1,2,1,1,2,1,,2,1
3231051,MATEMATIKA,20,755,685,740,16,16,14,602,528,597,65,54,46,3,4,9,3,4,5,46,49,51,16,27,16,1,2,,1,,,24,22,17,1,5,,3,1,,,1,1
3231124,ILMU KEOLAHRAGAAN,30,676,721,575,13,64,40,415,398,320,43,43,32,90,107,92,11,24,14,59,80,63,30,27,19,1,6,2,1,1,1,32,36,25,2,3,3,3,1,1,1,1,
3232023,PENDIDIKAN KHUSUS,60,545,558,554,33,48,41,168,163,146,26,21,32,192,206,225,40,48,41,18,30,22,69,53,49,,,1,1,1,,12,5,4,1,4,1,4,5,5,1,1,1
3231043,PENDIDIKAN BIOLOGI,40,949,890,898,33,32,25,790,721,727,139,139,141,,2,1,,,,12,18,19,3,4,4,,,1,,,,25,37,45,4,1,4,4,6,2,1,2,3
3231035,PENDIDIKAN KIMIA,41,523,527,403,33,32,26,448,431,323,53,75,60,,,,,,,20,17,17,,,,,,,1,,,17,13,9,4,1,4,1,4,1,,2,
3231097,PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,30,366,531,423,16,32,13,121,211,181,18,22,16,5,9,8,3,,2,171,240,174,11,15,10,3,1,2,3,2,1,9,14,8,1,4,2,,3,1,,,
3231082,BIOLOGI,40,1040,930,738,34,32,15,869,764,609,115,118,84,1,,2,,1,1,31,34,28,2,3,5,,,,2,1,,37,30,26,3,2,3,3,3,1,3,5,2
3242064,EKONOMI PEMBANGUNAN,41,1465, - , - ,25, - , - ,186,,,14,,,911,,,61,,,26,,,225,,,3,,,,,,45,,,3,,,,,,1,,
3242041,ILMU KOMUNIKASI,161,4926,4712,3647,127,126,72,761,751,630,57,52,47,3072,2948,2243,234,201,140,195,216,178,403,378,302,10,7,2,6,1,5,31,52,53,10,11,12,2,7,5,5,6,2
3242056,HUKUM,165,2826,2543,2074,157,174,75,635,593,460,37,32,28,1838,1646,1370,117,75,63,45,40,45,95,95,68,1,2,2,6,4,3,126,125,114,12,18,18,9,6,3,2,5,6
3231027,PENDIDIKAN FISIKA,41,403,361,439,32,32,28,337,291,374,51,53,57,1,4,,,1,,14,9,7,,1,1,,,,,,,9,8,14,1,2,2,1,,2,1,,
3241111,FARMASI,15, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231012,PENDIDIKAN MATEMATIKA,20,847,1037,992,16,32,12,620,766,752,98,111,82,11,14,25,9,9,10,61,72,74,27,40,24,,,1,1,,,16,23,21,2,7,5,2,1,,1,,2
3231066,FISIKA,40,319,260,315,16,16,12,271,210,266,33,33,34,1,1,,1,1,,10,11,12,,,1,,,,,,,14,5,7,2,1,,,1,,,,
3241084,KESEHATAN MASYARAKAT,72,2711,2327,1634,71,80,45,2149,1847,1307,215,185,128,39,47,31,4,3,6,225,180,122,13,16,7,,,,2,,4,25,27,18,13,16,11,6,2,2,1,2,1
3242017,MANAJEMEN,143,3978,4030,3003,126,140,72,643,706,519,34,43,31,2282,2310,1776,133,149,136,91,89,58,608,595,395,9,8,7,4,1,5,101,91,67,9,10,8,5,6,4,2,1,7
3241103,TEKNIK ELEKTRO,20, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242025,AKUNTANSI,124,2412,2567,2047,98,126,72,492,583,479,23,24,23,1169,1214,1005,67,89,78,47,31,30,545,549,378,5,5,1,1,2,3,72,91,76,2,5,12,5,4,2,2,5,2
3241076,KEPERAWATAN,41,1496,1445,1051,48,74,45,946,1038,771,124,94,77,33,33,23,11,10,5,270,192,124,18,13,3,1,,,2,2,1,21,30,29,8,6,6,5,4,1,1,5,2
3242033,HUBUNGAN INTERNASIONAL,86,2085,2160,1500,90,80,36,551,561,409,40,41,38,1096,1175,766,84,77,57,80,71,48,149,145,130,1,4,,,4,4,52,60,45,11,10,2,6,11,1,3,4,4
3241061,KEDOKTERAN,75,3337,3053,2624,60,64,48,3135,2865,2475,202,188,149,,,,,,,,,,,,,,,,7,5,5,77,93,73,34,42,37,15,23,19,21,27,15
