kode_prodi,nama_prodi,daya_tampung_2019,jumlah_peminat_2018,jumlah_peminat_2017,jumlah_peminat_2016,daya_tampung_2018,daya_tampung_2017,daya_tampung_2016,sma_ipa_2018,sma_ipa_2017,sma_ipa_2016,ma_ipa_2018,ma_ipa_2017,ma_ipa_2016,sma_ips_2018,sma_ips_2017,sma_ips_2016,ma_ips_2018,ma_ips_2017,ma_ips_2016,smk_ipa_2018,smk_ipa_2017,smk_ipa_2016,smk_ips_2018,smk_ips_2017,smk_ips_2016,smk_agama_2018,smk_agama_2017,smk_agama_2016,aceh_2018,aceh_2017,aceh_2016,sumatera_utara_2018,sumatera_utara_2017,sumatera_utara_2016,riau_2018,riau_2017,riau_2016,bengkulu_2018,bengkulu_2017,bengkulu_2016,kalimantan_barat_2018,kalimantan_barat_2017,kalimantan_barat_2016
7212096,ILMU KOMUNIKASI,51,306,250,197,50,42,30,119,68,50,6,2,6,94,107,67,6,1,7,19,15,20,36,26,25,,,,,,,15,13,6,1,1,,1,,,1,,
7212026,MANAJEMEN ,208,1598,1419,1118,193,140,120,496,414,326,21,6,11,624,590,398,15,14,15,77,55,61,239,237,199,7,3,5,1,,,15,9,6,1,,1,,,,,,
7211321,PROTEKSI TANAMAN,30,55,44, - ,45,11, - ,3,6,,1,,,4,2,,,,,24,25,,4,1,,,1,,,,,1,1,,,,,,,,,,
7212011,EKONOMI PEMBANGNAN,79,348,313,282,87,53,53,93,71,60,5,2,3,144,118,112,3,7,7,21,19,24,57,69,49,3,,1,,,1,13,6,6,1,,4,,,,,,
7221033,PEND. KIMIA,18,42,41,61,30,30,30,34,36,52,3,2,2,2,,,,,,2,3,2,1,,2,,,,,,,7,3,1,,,,,,,,,
7211305,ILMU TANAH,42,45,36, - ,52,11, - ,15,13,,1,1,,9,4,,,,,15,11,,2,3,,,,,,,,2,2,,,,,1,,,,,
7212042,ILMU ADMINISTRASI NEGARA,52,646,587,449,49,42,30,200,155,126,12,11,4,242,223,159,2,8,3,31,19,22,97,115,84,3,3,1,,1,,8,9,4,1,,1,,,,,,
7211313,AGRONOMI,26,85,56, - ,39,11, - ,10,12,,,,,5,6,,,,,39,25,,,1,,,1,,,,,2,,,,1,,,,,,,
7211294,SISTEM INFORMASI,42,192,162, - ,40,21, - ,113,101,,5,1,,14,10,,,,,30,27,,7,11,,2,,,,,,5,3,,1,,,,,,1,,
7211286,TEKNIK LINGKUNGAN,19,115,78, - ,21,14, - ,94,55,,5,3,,8,10,,,,,2,5,,2,3,,1,,,,,,1,2,,,1,,,,,,,
7211255,KEHUTANAN,31,115,66,72,40,21,18,71,35,34,4,,2,17,10,11,,1,1,13,14,15,3,2,5,,,,,,,7,4,3,,,,,,,,,
7211263,INFORMATIKA,37,846,669,543,28,35,36,530,362,268,17,17,17,59,78,49,3,2,5,145,114,123,29,38,27,7,3,5,,,1,7,9,2,1,,,,,,,,1
7211232,AGROBISNIS PERIKANAN,44,69,58,47,59,18,17,25,29,16,3,2,1,20,12,13,2,1,3,11,6,7,2,6,1,,,1,,,,5,2,,,,,,,,,,
7212065,ILMU PEMERINTAHAN,49,705,610,494,46,42,30,225,173,145,7,3,6,316,262,201,4,7,2,32,40,38,61,50,46,1,1,1,,,,6,10,2,,1,,,,1,,,
7212081,SOSIOLOGI,29,91,75,46,32,18,15,4,8,5,,2,1,61,52,29,6,5,4,5,1,1,5,4,3,2,,1,,,,5,4,3,,,,,,,,,
7211216,BUDIDAYA PERAIRAN,33,30,37,20,39,18,12,17,21,4,2,1,,5,4,6,1,,,4,5,8,,1,2,,,,,,,6,8,1,,,,,,,,,
7211224,TEKNOLOGI HASIL PERIKANAN,33,46,46,30,38,18,12,29,32,10,,,,7,5,5,3,,,6,6,6,1,1,3,,,,,,,1,4,3,1,,,,,,,,
7211201,MANAJEMEN SUMBERDAYA PERAIRAN,33,47,46,48,37,18,12,22,31,26,2,1,,13,6,9,,,1,6,4,4,1,2,2,,,,,1,,3,7,2,,,,,,,,,
7211247,PEMANFAATAN SUMBERDAYA PERIKANAN,35,40,32,27,42,18,12,27,16,13,,,1,8,10,2,1,,1,2,1,3,1,1,1,,,,,1,,6,3,4,,,,,,,,,
7212034,AKUNTANSI,130,1022,952,801,120,88,90,383,316,274,20,12,9,329,353,257,5,8,8,43,25,28,180,185,167,1,1,3,1,3,,10,5,8,,1,,,,,1,2,
7211151,KIMIA,41,57,60,42,41,14,12,45,44,27,4,4,7,,3,2,,,,1,7,4,2,1,,,,,,,,2,3,,,,,,,,,,
7211174,AGROEKOTEKNOLOGI,31,90,58,71,48,21,18,53,24,24,1,1,,5,4,13,,,,10,22,18,4,3,4,2,1,,,,,13,10,2,,,1,,,,,,
7211143,BIOLOGI,32,150,159,111,35,18,18,121,113,79,8,8,7,1,6,2,,,,13,24,15,1,2,2,,,,,,,8,4,1,,,,,,,,,
7211197,ILMU KELAUTAN ,58,128,99,106,68,35,26,84,63,55,2,4,2,19,16,16,1,2,1,12,7,23,3,1,2,,,,,,,8,6,5,1,,,,,,,,
7211182,PETERNAKAN,141,150,195,138,175,88,60,60,49,37,2,2,,34,39,32,,1,1,25,63,31,15,10,10,,1,,,,,7,2,1,,,,,,,,,
7211112,ILMU DAN TEKNOLOGI PANGAN,28,106,104,39,38,21,18,76,51,24,2,1,2,5,3,2,,,,18,27,8,,,1,,1,,,,,17,8,3,,,,,,,,,
7211127,MATEMATIKA,58,117,136,82,60,35,21,90,97,65,5,8,2,5,5,2,,,,8,11,5,1,8,2,,,3,,,,5,9,1,2,,,,,,,,
7211166,AGRIBISNIS,99,288,253,223,106,42,60,135,107,86,8,5,3,46,47,39,1,3,1,47,43,35,16,27,34,2,,,,1,,22,19,13,,,1,,,,,,
7211077,TEKNIK SIPIL,58,901,789,567,42,42,42,707,607,422,23,27,17,44,37,27,4,,,72,73,55,22,15,22,4,2,6,,,,16,7,4,1,,,,,,,,1
7211062,TEKNIK MESIN ,32,209,149,147,29,21,18,106,55,52,4,2,4,25,23,19,1,,,44,45,40,10,9,11,5,,2,1,,,12,3,1,1,,,,,,,,
7211054,TEKNIK ELEKTRO,42,315,244,173,41,28,18,187,120,79,3,2,5,18,16,13,,1,,65,63,45,13,18,16,2,,4,,,,7,12,2,1,,,,,,,,
7211085,ARSITEKTUR,37,382,386,278,28,28,30,294,297,195,6,8,4,20,14,20,,,,40,36,36,8,7,7,1,1,2,,,,9,11,2,,,,,,,,1,
7211046,ILMU KEPERAWATAN,38,704,721,627,27,35,23,436,411,357,17,11,12,31,50,31,1,1,1,159,176,159,10,20,10,1,,,,,,10,3,2,,,1,,,,1,1,
7211093,PERENCANAAN WILAYAH DAN KOTA,40,283,226,198,40,28,24,224,183,162,13,4,4,19,17,9,,,1,19,11,12,1,5,2,,,1,,,,6,2,3,,,,,,1,,,1
7211135,FISIKA,34,38,37,38,32,14,12,33,31,33,,1,3,,1,,,,,4,2,,,1,2,,,,,,,2,1,,,,,,,,,,
7211104,TEKNIK PERTANIAN,44,230,213,186,45,21,18,112,90,65,5,,2,29,38,35,2,1,,40,47,50,13,10,12,4,1,,,1,,4,5,4,,,,,,,,,
7211031,ILMU KESEHATAN MASYARAKAT,100,1131,1000,882,70,70,90,763,646,549,42,33,26,61,64,61,,,6,184,161,152,21,31,16,3,1,4,,,,15,10,16,,,,,,,,1,1
7112203,ILMU EKONOMI,100,1490,1565,1725,56,35,30,494,519,493,41,35,39,574,634,692,60,66,83,71,85,115,190,188,238,3,1,2,,,,1,2,2,,,,,,,,,
7112176,SASTRA PERANCIS/ BARAT ROMAN ,32,144,113,146,36,14,12,64,45,60,7,2,5,46,37,47,2,1,2,7,7,12,12,15,11,,,,,,,,,,,1,,,,,,,
7211015,PENDIDIKAN DOKTER,73,1911,1779,1649,53,35,30,1851,1735,1601,60,44,48,,,,,,,,,,,,,,,,2,1,1,67,44,43,3,,9,,2,1,3,2,5
7112192,SASTRA JEPANG ,31,332,296,304,28,14,12,140,140,131,9,12,14,90,63,82,6,12,13,30,32,26,37,22,22,,,,,,,,,,,2,,,,,,,
7112211,HUKUM ADMINISTRASI NEGARA,54,1132,1161,990,46,35,30,454,475,364,45,31,33,443,449,412,35,35,34,40,51,40,79,72,76,1,5,3,,,,,1,2,1,,,,1,,,1,
7112137,SASTRA INDONESIA ,44,663,586,614,41,16,14,280,238,240,40,24,28,181,168,168,28,23,22,37,47,53,37,34,50,,,,,,,1,1,1,,,,1,,,,,
7112153,SASTRA ASIA BARAT/ARAB ,32,427,278,237,31,14,12,169,92,71,58,44,35,77,50,32,32,35,34,17,11,14,18,8,8,3,,,1,1,,,,,,,,,,,,,
7112161,SASTRA INGGRIS ,79,1727,1527,1448,72,39,33,922,747,714,98,71,68,374,365,327,39,49,39,103,103,122,101,90,101,1,1,,,,,1,,1,,,,,,,,,
7112122,ILMU ADMINISTRASI NEGARA ,51,1874,1723,1719,44,25,21,702,614,587,59,49,43,719,663,702,72,81,59,61,59,66,198,212,216,1,1,1,,,,2,3,,1,,,,1,,,2,
7112106,ILMU PEMERINTAHAN ,41,1348,1140,1218,33,17,14,543,424,420,44,28,26,602,540,599,31,35,44,48,33,46,46,44,44,,1,2,,,,1,2,,1,1,1,,,,,,2
7112145,SASTRA DAERAH/BUGIS MAKASSAR ,34,124,129,136,30,14,12,43,40,48,9,5,7,37,44,45,8,12,3,7,15,12,12,5,13,,,,,,,,,,,,,,,,,,
7112087,SOSIOLOGI ,45,703,624,587,35,17,14,110,86,90,6,10,10,476,415,373,49,55,37,25,18,18,27,28,41,,,1,,,,1,2,,,,,,,,,,
7112095,AKUNTANSI ,101,2981,3158,3204,68,39,33,1168,1257,1220,111,87,71,958,1048,1108,91,126,121,109,118,133,448,442,463,6,3,3,,,,1,,3,4,2,,,,1,,2,1
7112072,ILMU KOMUNIKASI ,45,1871,1635,1479,42,25,21,737,589,528,80,57,49,709,603,535,79,73,47,109,141,128,87,92,119,3,2,1,,,,3,1,,3,1,,,,1,,,
7112056,ANTROPOLOGI SOSIAL ,42,454,289,388,38,17,14,143,78,90,12,2,6,207,150,200,28,13,16,19,9,22,11,9,27,,,,,,,1,1,,,,,,,,,,
7112041,ILMU POLITIK ,40,1038,866,730,33,17,14,375,283,219,28,26,21,501,419,361,35,29,44,35,30,34,38,36,30,1,1,1,,,,1,,1,,,,,,,1,,
7112114,ILMU HUBUNGAN INTERNASIONAL ,61,1967,1547,1518,47,17,14,1018,796,746,115,57,64,555,466,459,44,33,48,69,58,55,64,55,79,1,,,1,,,2,5,,2,,3,,,,1,,
7112033,ILMU HUKUM ,206,4682,4248,4152,186,140,120,2196,1950,1854,190,161,140,1636,1577,1538,163,146,136,184,157,171,155,139,184,7,3,2,,,,8,5,4,1,,2,1,1,,,1,
7112025,MANAJEMEN ,102,4375,4018,3844,70,39,33,1645,1484,1281,142,111,110,1643,1489,1507,145,162,123,213,230,199,430,413,475,7,5,5,,,1,3,2,2,2,1,1,,,,,,1
7111432,ILMU KOMPUTER,31,1397,1374,1285,28,21,18,733,691,591,65,59,55,174,168,158,25,24,23,267,302,315,51,55,65,10,9,3,,,,3,,,1,,,1,,,2,,
7112064,ILMU SEJARAH ,32,340,260,296,37,14,12,97,55,71,15,6,3,167,138,158,32,13,19,9,17,20,10,9,13,,,,,,,,,1,,,,,,,1,,
7211271,FARMASI,37,1024,854,716,28,28,24,766,625,529,38,41,18,17,19,18,1,,2,150,134,105,8,6,6,1,,1,1,,,11,6,7,1,,,,,,2,,
7111416,KEDOKTERAN HEWAN,20,636,588,547,27,14,12,509,461,433,46,36,29,15,16,22,1,2,2,51,55,46,4,2,3,1,,,1,,,1,3,1,1,3,,,,,1,1,
7111382,TEKNIK INFORMATIKA ,48,3270,3055,2934,37,21,18,1928,1597,1511,199,157,153,246,222,240,33,48,29,594,739,768,96,135,94,14,13,8,,1,1,4,3,1,1,1,2,,,,2,,
7111401,TEKNIK LINGKUNGAN ,40,746,509,509,38,18,15,631,391,400,47,34,24,26,18,29,3,2,1,33,57,39,1,1,7,,,,1,,,4,,,,,,,,,,,
7111397,FISOTERAPI ,30,1101,1214,999,28,21,18,893,980,820,74,80,70,23,18,18,3,1,3,90,98,66,2,1,5,,1,,1,,1,3,1,,5,3,1,2,,,3,1,1
7111374,TEKNIK PERTAMBANGAN ,35,1908,1589,1557,32,18,15,1307,1039,1004,113,83,81,193,169,175,11,19,18,216,203,215,21,25,26,2,,,,,,6,2,2,2,3,1,,,,,1,1
7111366,TEKNIK PENGEMB. WILAYAH KOTA ,45,1124,970,1008,38,23,20,911,799,823,61,52,50,41,34,47,10,5,5,83,63,64,8,8,9,,,2,,,,2,2,1,1,,,,,,1,,
7111424,PSIKOLOGI,36,1752,1641,1368,46,21,18,1364,1239,1048,120,133,87,109,119,88,10,8,12,87,100,78,23,14,24,,2,1,,,,4,2,6,1,,,,1,,2,,1
7111351,TEKNIK SISTEM PERKAPALAN ,46,348,296,316,38,21,15,254,214,200,17,10,16,16,12,19,,1,3,46,52,64,6,2,1,1,,1,,,,,3,1,,,,,,,,,
7111327,PETERNAKAN,164,1201,1148,1212,162,84,72,851,817,793,71,49,53,126,121,159,16,23,14,95,98,147,16,23,24,1,,1,1,,,1,,,,,,,,,1,,1
7111343,TEKNIK INDUSTRI ,46,950,941,789,36,21,15,683,660,529,43,36,27,38,39,44,4,4,4,143,167,136,15,15,18,2,,5,,,,1,,1,,,1,,,,1,1,
7111335,TEKNIK KELAUTAN ,36,433,324,292,37,18,15,338,248,210,17,13,7,25,15,17,4,2,1,37,36,39,7,5,6,2,,,,,,3,1,,1,,1,,,,,,
7111285,MANAJEMEN SUMBERDAYA PERAIRAN ,51,607,534,595,48,27,23,478,431,460,32,23,19,33,28,41,2,2,3,41,27,38,8,12,12,1,,,,,,,5,2,,,1,,,,,,
7111277,BUDIDAYA PERAIRAN ,51,562,303,508,51,28,24,432,197,363,18,15,17,27,12,29,2,1,3,61,52,71,11,8,5,,,,1,,,1,,2,,,,,,,1,,
7111312,ILMU KEPERAWATAN,77,1341,1323,1355,68,42,30,896,848,827,92,88,72,61,70,52,10,8,14,222,218,314,12,31,16,2,2,,,,,2,2,2,,,1,,,,1,,
7111293,PEMANFAATAN SUMBERDAYA PERIKANAN ,54,719,657,600,46,25,21,528,481,433,44,41,31,60,49,47,6,11,5,57,54,59,9,12,6,1,,,,,,,1,1,,,,,,,,,
7111262,ILMU KELAUTAN ,89,746,645,668,84,39,33,553,469,454,36,30,30,52,54,60,9,8,4,66,64,79,16,3,8,,,1,,1,,2,1,2,,,,,,,,,1
7111231,GEOFISIKA ,45,399,291,416,38,21,18,340,263,357,39,15,31,1,4,6,,,1,15,6,18,,2,2,,,,,1,,1,,1,,,1,,,,,,
7111304,SOSIAL EKONOMI PERIKANAN ,43,351,365,323,37,21,18,247,257,210,28,13,16,33,39,49,1,4,5,30,29,22,8,13,9,,,,,,,1,2,1,,,,,,,,,
7111196,PENDIDIKAN DOKTER GIGI ,50,2780,2746,2218,56,35,30,2312,2236,1915,169,123,121,64,81,32,17,11,8,163,224,113,11,9,11,,,,,,,6,3,3,1,1,2,,,,5,2,
7111254,ILMU GIZI ,41,1852,1597,1488,38,20,17,1522,1255,1143,121,113,102,35,35,38,5,5,8,114,142,141,15,8,12,2,,1,,1,,4,2,2,,,2,1,,,1,1,
7111246,STATISTIKA ,40,717,643,570,36,21,18,615,570,508,56,35,31,16,16,6,2,1,,21,15,15,4,5,6,1,,,,,,,,1,1,,,,,,,,
7111173,TEKNIK PERKAPALAN ,52,559,617,702,36,25,18,396,428,458,29,26,26,32,31,51,7,6,2,82,105,140,4,7,5,1,,,1,,,,1,1,,,,,,,,,
7111181,TEKNIK GEOLOGI ,61,753,577,499,56,21,15,609,457,390,26,24,21,30,24,24,2,3,5,73,55,44,2,3,3,,1,,,1,,3,3,1,2,2,,,,,1,,1
7111215,KEHUTANAN ,156,1943,1657,1787,116,74,63,1397,1192,1173,105,74,73,229,172,250,21,23,28,136,122,189,22,32,37,,1,1,,,,5,2,5,2,,,,,,,,1
7211023,PENDIDIKAN DOKTER GIGI,15,570,656,554,9,9,8,462,559,492,17,17,16,16,16,5,,,,51,47,30,7,7,2,,1,,1,2,1,23,23,17,,1,2,1,,2,,,1
7111157,TEKNIK MESIN ,77,1171,1060,1101,56,32,27,497,425,386,54,41,37,102,77,110,14,19,14,378,397,464,36,43,31,8,2,3,,,,2,2,4,,,,,,,,,
7111103,AGRIBISNIS ,100,2171,1823,1531,95,37,32,1549,1302,1050,126,96,82,218,196,166,35,26,26,167,132,124,42,36,38,1,4,3,,,,3,1,2,,1,,,,,3,,
7111165,TEKNIK ELEKTRO ,61,1407,1434,1266,56,32,21,788,784,640,61,75,45,62,47,57,6,12,6,400,414,425,29,45,32,2,2,5,,,,1,3,1,,,,,,1,1,,
7111207,TEKNIK ARSITEKTUR ,45,1508,1570,1464,36,32,21,1014,1028,924,93,89,67,83,90,89,12,17,14,229,265,270,21,26,31,4,3,2,,,,2,2,1,1,,2,1,,,,,
7111076,PENDIDIKAN DOKTER,125,5335,4914,4682,135,84,72,4950,4595,4390,385,319,292,,,,,,,,,,,,,,,,,,,9,7,5,3,3,2,1,,,4,3,2
7111053,KIMIA ,50,529,498,475,46,28,24,431,407,395,47,28,30,2,2,2,,1,,41,55,35,,2,2,,,,1,,,,1,,,,,,,,,,
7111045,FARMASI ,86,3712,3386,3180,80,60,51,2732,2366,2214,289,265,230,100,90,93,19,15,23,419,486,510,37,29,25,3,5,1,,,,12,9,3,3,2,2,1,,,4,1,2
7111084,AGROTEKNOLOGI ,205,1578,1336,1157,188,77,66,1280,1030,859,92,81,64,60,61,62,14,14,9,101,119,129,12,12,11,1,2,,,,,3,2,3,,,1,,,,2,,
7111111,KETEKNIKAN PERTANIAN ,52,1271,1205,1082,46,28,17,846,785,665,90,71,60,139,152,162,22,14,18,105,106,115,36,36,26,3,2,,,,,1,1,,,1,,,,,,,
7111092,ILMU DAN TEKNOLOGI PANGAN ,50,806,669,515,50,28,17,672,542,407,54,37,26,17,21,13,2,4,2,54,50,52,1,5,3,,,,,,1,1,3,1,2,,,1,,,,2,
7111037,KESEHATAN MASYARAKAT ,127,3374,3247,3010,102,65,56,2710,2586,2326,253,182,189,93,109,107,17,10,12,211,260,305,22,39,22,,2,,,,,12,4,4,,1,1,,,,3,3,
7132424,HUBUNGAN INTERNASIONAL,50, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111014,MATEMATIKA,44,510,450,485,38,21,18,401,359,375,51,28,25,7,16,19,3,3,1,28,33,51,10,2,5,1,,,,,,2,,1,,,,,,,,,
7111022,FISIKA ,44,315,284,285,41,23,20,266,242,236,34,21,26,1,,2,,,,12,12,17,,3,3,,,,,,,,2,,,,,,,,,,
7132092,ILMU EKONOMI,64,821,862, - ,39,39, - ,232,242,,57,40,,247,286,,74,83,,56,49,,103,106,,3,5,,,1,,,2,,,1,,,,,,,
7132285,ILMU KOMUNIKASI,42,794,760, - ,36,36, - ,300,267,,66,51,,220,224,,44,43,,62,63,,49,60,,2,3,,,,,1,,,1,,,,,,,,
7111142,TEKNIK SIPIL ,70,3176,3023,2776,56,32,27,2212,2096,1900,163,144,118,224,208,212,21,14,22,417,419,390,52,52,54,3,5,1,1,,,5,5,4,2,1,1,1,,,1,2,
7132084,AKUNTANSI,64,909,966,1367,39,39,38,323,380,509,68,62,76,222,259,362,72,50,98,38,46,86,135,131,170,3,1,1,,,1,2,,1,,,,,,,,,
7132037,MANAJEMEN,64,1739,1584,2268,39,39,38,650,554,796,135,104,121,471,473,627,135,114,151,115,81,214,133,167,231,3,5,3,,,1,,,,,2,1,,,,,,
7131162,PENDIDIKAN DOKTER,25,953,941, - ,25,15, - ,793,804,,160,137,,,,,,,,,,,,,,,,,2,1,,2,5,,,,,,2,,1,1,
7131154,SISTEM INFORMASI,20,778,859, - ,18,24, - ,365,440,,81,66,,77,78,,30,26,,147,161,,31,37,,5,6,,1,2,,1,,,1,,,,,,,,
7111061,BIOLOGI ,50,707,713,739,46,28,24,614,598,600,78,74,74,1,3,9,1,1,,10,24,35,,2,4,,1,,,,,,1,,,1,,,,,,1,1
7132022,JURNALISTIK,42,339,271, - ,36,36, - ,109,96,,31,30,,97,70,,19,21,,28,23,,26,19,,2,,,,,,1,,,,,,,2,,,,
7131081,ILMU PETERNAKAN,45,535,461, - ,27,24, - ,319,276,,50,43,,73,61,,22,18,,46,38,,9,11,,2,2,,,,,,,,1,,,,,,,,
7132014,ILMU HUKUM,60,1272,1105,1450,48,45,45,485,397,527,87,88,98,367,320,415,110,94,111,88,67,116,51,65,79,5,2,4,,,1,1,2,,1,,,1,,,,,
7131065,TEKNIK PERENCANAAN WILAYAH DAN KOTA,40,848,845, - ,24,24, - ,566,598,,78,55,,62,57,,15,15,,89,83,,12,15,,2,,,1,,,,,,,,,,,,,,
7131073,TEKNIK ARSITEKTUR,45,594,561,976,24,24,24,327,300,455,53,51,69,53,49,102,19,16,33,94,101,213,17,12,39,5,1,3,,,,,,,,,,,,,,,
6322053,MANAJEMEN,67,608,679,1018,90,97,73,147,155,246,1,1,1,352,415,641,,3,5,29,24,29,32,39,41,,,,,,,,,1,,,,,,,,,1
7131034,KIMIA,40,215,199, - ,24,24, - ,160,127,,24,35,,4,3,,,1,,19,23,,1,2,,,,,,,,,,,,,,,,,,,
6322045,PEND. BAHASA INGGRIS,67,102,138,256,63,110,105,38,50,84,,1,2,32,52,114,,,1,6,7,7,3,2,7,,,,,,,,1,,,,,,,,,,
6322037,PEND. BAHASA INDONESIA,66,139,219,380,56,77,56,25,30,62,1,,,78,135,244,1,1,1,2,8,14,3,4,11,1,,,,,,,,,,,,,,,,,
7131011,MATEMATIKA,45,222,222, - ,27,24, - ,150,148,,36,34,,13,9,,4,5,,11,18,,3,6,,,,,,,,,,,,,,,,,,,
7132196,ILMU POLITIK,75,408,335, - ,42,42, - ,150,122,,25,12,,157,125,,38,33,,11,14,,14,11,,2,,,,,,,,,,,,,,,,,
6321096,TEKNOLOGI INFORMASI,105,642,577, - ,78,32, - ,244,182,,4,6,,270,275,,,,,56,46,,18,17,,,,,,,,1,,,,,,,,,,,
6321081,KIMIA,67,114,182, - ,84,32, - ,92,145,,2,1,,6,21,,,,,9,9,,1,3,,,,,,,,,,,,,,,,,,,
6321057,PEND. MATEMATIKA,63,105,167,401,54,76,95,58,98,252,,3,5,32,39,104,,,,6,7,15,1,2,9,1,,,,,,,,,,,,,,,,,1
6321042,PEND. BIOLOGI,68,174,195,498,59,83,83,113,121,324,2,2,4,20,34,102,1,,1,20,13,29,1,9,10,1,,,,,,,,,,,,,,,,,
6322014,ADM. NEGARA,172,592,648,868,165,73,85,139,171,229,2,1,1,349,370,508,,2,1,30,24,23,26,28,24,,,,,,,,1,1,,,,,,,,,
6321073,MATEMATIKA,54,62,72, - ,80,32, - ,41,45,,,,,8,23,,,,,7,1,,1,1,,,,,,,,1,,,,,,,,,,,
6321011,AGRIBISNIS,77,340,393,639,51,50,112,90,84,173,2,1,2,146,176,316,,,3,61,84,64,9,22,24,,,1,,,,,,,,,,,,,,,
6321026,AGROTEKNOLOGI,82,211,250,368,58,58,104,46,59,105,3,2,3,78,96,153,,,1,60,70,60,8,12,11,,,1,,,,,,,,,,,,,,,
6321065,BIOLOGI,54,96,105, - ,86,35, - ,67,69,,1,2,,13,16,,,,,5,8,,4,3,,,,,,,,,1,,,,,,,,,,
6122221,PENDIDIKAN SOSIOLOGI,18,77,60,82,33,22,21,13,10,11,,2,2,45,31,34,14,12,30,,2,,3,1,1,,,,,,,4,2,1,1,,,,,,,,
6122244,PENDIDIKAN VOKASIONAL SENI KULINER,15, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321034,PETERNAKAN,79,279,386,539,52,58,79,78,103,178,,1,3,116,169,242,,1,2,51,72,57,7,19,15,,,1,,,,,,,,,,,,,,,
6322022,ILMU PEMERINTAHAN,163,458,511,785,133,72,87,98,104,175,2,2,,278,338,505,,,5,31,20,20,17,12,23,,,,,,,,1,1,,,,,,,,,
6122171,PENDIDIKAN GURU SEKOLAH DASAR,103,574,592,687,79,80,193,332,349,409,26,26,35,88,89,102,14,15,15,17,32,31,26,23,17,,,,,,,10,14,6,,,,1,,,,,
6122194,PENDIDIKAN GURU ANAK USIA DINI,48,87,90,89,65,72,58,27,44,35,5,6,4,23,14,27,3,3,4,2,7,3,10,5,2,,,,,,,2,,1,,,,,1,,,,
6122236,ILMU HUKUM,68,326,238,222,111,109,84,162,104,97,9,3,5,89,86,71,11,7,12,17,5,6,10,8,10,,1,,1,,,31,14,18,,,,,,,,,
6122155,PENDIDIKAN KEPELATIHAN OLAHRAGA,17,85,61,66,21,26,32,27,21,22,7,7,3,25,13,17,6,6,3,3,2,6,7,2,3,,,,,,,10,3,4,,,,,,,,,
6122124,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,56,167,116,132,103,130,146,53,44,54,8,4,6,54,35,32,8,7,11,9,4,6,9,3,2,,,,,,,20,12,6,,,,,,,,,
6122132,MANAJEMEN,78,914,737,606,84,91,128,316,306,251,26,16,16,234,169,148,46,16,19,39,27,29,126,99,66,,3,,1,,,20,11,6,,,1,,1,,2,,
6122213,PENDIDIKAN BAHASA BALI,8,29,27,26,34,39,19,10,15,12,1,,,6,4,8,,,1,4,1,1,4,1,,,,,,1,,,,,,,,,,,,,
6122147,AKUNTANSI,75,827,869,791,91,138,113,365,443,409,15,12,10,159,180,160,15,10,22,32,27,43,151,125,86,,2,1,1,2,,13,2,7,,,,,,,,,
6122082,PENDIDIKAN KESEJAHTERAAN KELUARGA,26,94,46,60,24,23,24,13,7,16,2,2,,10,2,4,1,2,1,5,9,7,25,10,13,1,1,1,,,,3,,1,,,,1,1,,,,
6122101,TEKNOLOGI PENDIDIKAN,52,88,50,57,71,40,27,17,15,11,6,2,2,23,14,8,10,3,8,16,12,15,6,1,3,1,,,,,,22,9,4,,,,,,,,1,
6122097,BIMBINGAN KONSELING,42,109,98,95,64,27,42,30,43,41,7,2,4,41,21,26,8,6,6,6,7,2,7,5,4,,2,,,,,16,3,2,,,,,,,,,
6122205,PEND. BAHASA JEPANG,19,46,56,48,37,56,42,11,14,13,2,2,,10,11,7,1,1,1,4,4,4,4,3,2,1,,,,,,2,1,1,,,,,,1,,,1
6122051,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,25,150,84,142,44,57,63,59,23,47,11,4,7,30,14,31,10,11,11,9,6,8,9,4,4,1,,,,,,14,2,4,,,,,,,,,
6122035,PENDIDIKAN SEJARAH,18,53,60,48,25,28,22,8,21,12,4,,1,25,20,17,5,4,11,1,3,3,4,2,,,,,,,,4,4,3,,,,,,,,,
6122027,PENDIDIKAN EKONOMI,41,205,189,174,87,92,54,49,59,47,3,2,1,47,39,46,13,13,19,11,13,11,59,38,34,,1,,,,,8,7,2,,,,,,,,,
6122043,PENDIDIKAN GEOGRAFI,15,38,47,57,20,27,23,2,9,4,1,1,2,21,22,29,13,13,18,,1,2,,1,,,,1,,,,6,3,4,,,,,,,,,
6122066,PENDIDIKAN BAHASA INGGRIS,104,449,432,446,101,127,169,194,246,221,13,7,13,64,48,58,5,6,6,13,11,10,29,19,21,,,,,,,17,10,6,,1,,,,1,,,
6122074,PENDIDIKAN SENI RUPA,20,48,54,44,31,37,30,12,23,20,3,3,3,11,7,5,3,3,4,1,3,2,9,3,1,,,,,,,,,1,,,,,,,,,
6121202,ILMU KOMPUTER,26, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121217,KEDOKTERAN,20, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
